chain,project,symbol,rewardTokens,pool,stablecoin,ilRisk,exposure,poolMeta,underlyingTokens
Ethereum,uniswap-v3,DAI-BPRO,None,e0b4cd93-6965-48ae-aa03-e62aacff78b2,False,yes,multi,0.3%,"0x6b175474e89094c44da98b954eedeac495271d0f, 0xbbbbbbb5aa847a2003fbc6b5c16df0bd1e725f61"
Ethereum,loopring,MASK-LRC,None,8ae14c49-5a54-4826-93ee-39da3aa29d79,False,yes,multi,,None
Ethereum,uniswap-v2,VOW-USDT,None,4e5b524c-51c3-4ad4-a404-3070b73c39f3,False,yes,multi,,"0x1bbf25e71ec48b84d773809b4ba55b6f4be946fb, 0xdac17f958d2ee523a2206206994597c13d831ec7"
Optimism,acryptos,WETH,None,856e3ff2-0256-4030-a8b2-a1f9b354f776,False,no,single,Sonne,None
Avalanche,ankr,AAVAXC,None,6c8f48ae-27f9-4829-866f-7cb08841e816,False,no,single,,None
Fantom,reaper-farm,BEETS-OATH,None,8620a06e-1948-4a3f-bb6b-72dc08ac4328,False,yes,multi,,"0xF24Bcf4d1e507740041C9cFd2DddB29585aDCe1e, 0x21Ada0D2aC28C3A5Fa3cD2eE30882dA8812279B6"
Ethereum,uniswap-v3,WETH-IMX,None,9aad93e3-e017-4eaa-81fd-ae56e3aa8d59,False,yes,multi,1%,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xf57e7e7c23978c3caec3c3548e3d615c346e79ff"
Ethereum,uniswap-v2,MAP-WETH,None,007a68a2-9050-4f72-b560-b3f8e4747932,False,yes,multi,,"0x9e976f211daea0d652912ab99b0dc21a7fd728e4, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Solana,psyoptions,SCNSOL,None,643ccc7c-5ab8-4b3f-a388-5917030b206b,False,yes,single,Covered Call,None
Optimism,uniswap-v3,OP-BOB,None,7ea11c9d-9df1-436f-852c-17160796b3a1,False,yes,multi,0.05%,"0x4200000000000000000000000000000000000042, 0xb0b195aefa3650a6908f15cdac7d92f8a5791b0b"
BSC,ellipsis-finance,BUSD-JCHF,None,73fcd252-4ec5-4148-9b2a-7d894b1edbf1,False,yes,multi,,None
Ethereum,uniswap-v2,WETH-ZEUS,None,f5774048-94ae-45d1-91dc-14fc7feea5dd,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xcbc1aa6961b28cccb11e1cddd84ad8b42ec920b1"
Ethereum,uniswap-v2,FIFA-WETH,None,bc5317ef-6a08-4e92-8019-a223e7fc3bc9,False,yes,multi,,"0x1c269f6210e73cac07e64882caa29dcc05cd3cce, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Polygon,quickswap-dex,WMATIC-PBIRB,None,dbc824b7-ace1-4bc2-ade1-4e1f421dfe47,False,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x60eec374a1ba3907e9bdd8a74ce368d041d89c79"
Ethereum,uniswap-v2,DNXC-USDC,None,72ca1f56-41de-4277-b05a-c99402b5b212,False,yes,multi,,"0x20a8cec5fffea65be7122bcab2ffe32ed4ebf03a, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
Arbitrum,uniswap-v3,WETH-NFTI,None,eedebeca-4b1d-4494-9b0d-42e5a69f1b9c,False,yes,multi,1%,"0x82af49447d8a07e3bd95bd0d56f35241523fbab1, 0xcfe3fbc98d80f7eca0bc76cd1f406a19dd425896"
Arbitrum,uniswap-v3,L2DAO-ACRE,None,8dbf4e28-c050-432b-b390-e130b43227c7,False,yes,multi,"1%, stablePool=false","0x2cab3abfc1670d1a452df502e216a66883cdf079, 0x5f006745a9a192a7cd1236089f704f9b35d3b9cd"
Ethereum,uniswap-v2,WETH-YSEC,None,eaeab6de-139b-40d1-946c-c4cf92da87c5,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xeea9ae787f3a620072d13b2cdc8cabffb9c0ab96"
Polygon,uniswap-v3,DAI-USDT,None,9d5b201d-7426-4646-9900-77270e727196,True,no,multi,0.01%,"0x8f3cf7ad23cd3cadbd9735aff958023239c6a063, 0xc2132d05d31c914a87c6611c10748aeb04b58e8f"
Optimism,uniswap-v3,USDC-DAI,None,9e900b28-e1f2-43d5-a35f-5f37cb2e8ebd,True,no,multi,0.3%,"0x7f5c764cbc14f9669b88837ca1490cca17c31607, 0xda10009cbd5d07dd0cecc66161fc93d7c9000da1"
Ethereum,clearpool,USDC,0x66761fa41377003622aee3c7675fc7b5c1c2fac5,217c269c-d281-4ea5-8faa-2b0af721c787,True,no,single,Auros,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48
Solana,raydium,GOLDY-USDC,None,1867844a-efb3-40e6-a757-6229cf194c80,False,yes,multi,,None
Ethereum,uniswap-v2,FXS-WETH,None,21538ec1-41bf-4fb7-832f-ee198bf58733,False,yes,multi,,"0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,tokemak,APW,0x2e9d63788249371f1DFC918a52f8d799F4a38C94,cb7cacc8-d4da-417b-87ee-2eba281b08be,False,no,single,,0x4104b135DBC9609Fc1A9490E61369036497660c8
Ethereum,uniswap-v2,TENSHI-WETH,None,e6452a11-065b-418a-9c05-416dadf9727e,False,yes,multi,,"0x52662717e448be36cb54588499d5a8328bd95292, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Fantom,spookyswap,WFTM-BIFI,0x841fad6eae12c286d1fd18d1d525dffa75c7effe,8047ccba-1dae-4202-86a9-0ca653d11d25,False,yes,multi,,"0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83, 0xd6070ae98b8069de6B494332d1A1a81B6179D960"
Polygon,uniswap-v3,WMATIC-ASTRAFER,None,7c4aec7f-7977-4447-82cd-dd8d9b7f09b5,False,yes,multi,0.3%,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0xdfce1e99a31c4597a3f8a8945cbfa9037655e335"
Avalanche,trader-joe-dex,ALPHA-USDC,,032a7520-4c25-4220-9e3f-c326e3d6c07e,False,yes,multi,,"0x9c3254bb4f7f6a05a4aaf2cadce592c848d043c1, 0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e"
BSC,autofarm,IBBNB,None,93b5cca5-f6e7-47b5-acb2-8b642dd87171,False,no,single,Alpaca,0xd7D069493685A581d27824Fc46EdA46B7EfC0063
Fantom,beefy,TUSD-USDC,None,a97617d1-fac2-47c6-bc4f-f442e4140190,True,no,multi,Spookyswap,None
Ethereum,uniswap-v3,WETH-EASE,None,08c0affc-c2e5-4c02-8568-21ce91ee2c2b,False,yes,multi,"0.3%, stablePool=false","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xea5edef1287afdf9eb8a46f9773abfc10820c61c"
Polygon,quickswap-dex,WETH-QUICK,None,7c7e5f3c-5fd4-4b02-9073-549b5cd27941,False,yes,multi,,"0x7ceb23fd6bc0add59e62ac25578270cff1b9f619, 0x831753dd7087cac61ab5644b308642cc1c33dc13"
Avalanche,trader-joe-dex,MIM-GRAPE,,d27ec51b-d16c-4c3f-8a61-81d1409924d2,False,yes,multi,,"0x130966628846bfd36ff31a822705796e8cb8c18d, 0x5541d83efad1f281571b343977648b75d95cdac2"
Avalanche,vector-finance,YYAVAX,None,dc2c3e6a-22b2-4c87-9354-a316817d4a1a,False,no,single,,None
Neo,flamingo-finance,BNEO-SWTH,0xf0151f528127558851b39c2cd8aa47da7418ab28,5f22dfd0-2330-475e-b677-c346840a7919,False,yes,multi,Flamingo Pool,"0x48c40d4666f93408be1bef038b6722404d9a4c2a, 0x78e1330db47634afdb5ea455302ba2d12b8d549f"
Optimism,pickle,USDC,None,768eccab-3333-40f9-bc8e-196390b230c1,True,no,single,,None
Ethereum,uniswap-v2,SMBR-WETH,None,9d9b8d17-5328-4497-bdf7-f33b80b3b57c,False,yes,multi,,"0x16b3e050e9e2f0ac4f1bea1b3e4fdc43d7f062dd, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Polygon,uniswap-v3,WMATIC-AAVE,None,afdb1eb5-35e1-4915-9acc-810e866ba69c,False,yes,multi,0.3%,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0xd6df932a45c0f255f85145f286ea0b292b21c90b"
Arbitrum,yearn-finance,YVCURVE-TRICRYPTO,None,37595612-c6f3-4073-abba-8dced3664cbf,False,yes,multi,,None
Polygon,beefy,ETH-DAI,None,2ac7de28-7921-4d97-9a3d-0b079b2a83d0,False,yes,multi,Sushiswap,None
Ethereum,uniswap-v2,GOLD1-WETH,None,7e8d49b4-167f-4cac-b886-9904c383ede2,False,yes,multi,,"0x0ec72cd6690db40b16be166858299f19d4f8e5b0, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,uniswap-v2,HORD-USDT,None,8f4dd8b9-5faa-44b8-a2e7-fa83d94913ed,False,yes,multi,,"0x43a96962254855f16b925556f9e97be436a43448, 0xdac17f958d2ee523a2206206994597c13d831ec7"
Ethereum,sushiswap,WETH-HOP,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,aed49d3c-88f2-4c20-86f9-bb177fd4c00f,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xc5102fe9359fd9a28f877a67e36b0f050d81a3cc"
Polygon,quickswap-dex,WMATIC-SIGN,None,5935069c-6133-4c56-884f-eb584c5a9a31,False,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0xacbdc2b7a577299718309ed5c4b703fb5ed7af90"
Hedera,saucerswap,USDC-SAUCE,"0.0.731861, 0.0.1062664",bb5fb8d1-5ac9-4e53-9144-e52c1261ba68,False,yes,multi,,"0.0.456858, 0.0.731861"
Ethereum,uniswap-v3,RAI-FRAX,None,c95f414e-a0eb-4d79-bcee-37106ddc8dc1,True,no,multi,0.3%,"0x03ab458634910aad20ef5f1c8ee96f1d6ac54919, 0x853d955acef822db058eb8505911ed77f175b99e"
BSC,apeswap-amm,LTC-WBNB,0x603c7f932ED1fc6575303D8Fb018fDCBb0f39a95,9a02dce1-052e-47fd-b370-4b3efa791c65,False,yes,multi,,"0x4338665CBB7B2485A8855A139b75D5e34AB0DB94, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c"
Arbitrum,uniswap-v3,FXUSD-USDS,None,133d6f1a-09e4-4cfd-b692-f6f0ae2c3af6,False,yes,multi,0.05%,"0x8616e8ea83f048ab9a5ec513c9412dd2993bce3f, 0xd74f5255d557944cf7dd0e45ff521520002d5748"
Polygon,balancer,WBTC-USDC-TEL,None,2ee287cd-7cd3-4214-857c-248dafd9eb8c,False,yes,multi,,"0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6, 0x2791bca1f2de4661ed88a30c99a7a9449aa84174, 0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32"
Ethereum,uniswap-v2,WETH-FREE,None,dac26ff2-7bf5-49e7-8b43-2ee0600d9fb2,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xc2bd7a597391f31d2e36c2cb769fce0e5bd6d482"
Ethereum,uniswap-v3,MFG-WETH,None,eb24ee7b-e7e7-42a1-a06e-11b9b81a1f78,False,yes,multi,1%,"0x6710c63432a2de02954fc0f851db07146a6c0312, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
BSC,biswap,EOS-WBNB,0x965f527d9159dce6288a2219db51fc6eef120dd1,1f73a756-68a3-4101-9cad-fa9ff1057248,False,yes,multi,,"0x56b6fB708fC5732DEC1Afc8D8556423A2EDcCbD6, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c"
Ethereum,uniswap-v2,EPRO-WETH,None,7347f5c8-d965-4f5e-a5a2-de0567e77526,False,yes,multi,,"0xba630d3ba20502ba07975b15c719beecc8e4ebb0, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,uniswap-v2,KOACOMBAT-WETH,None,65b13711-131b-48d0-9bc3-c1e8119e1b31,False,yes,multi,,"0x6769d86f9c430f5ac6d9c861a0173613f1c5544c, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Polygon,autofarm,USDC-USDT,None,8f8bfc17-742e-4c1e-a160-96eb412cb99c,True,no,multi,Quickswap,0x2cF7252e74036d1Da831d11089D326296e64a728
BSC,apeswap-amm,DAI-BUSD,0x603c7f932ED1fc6575303D8Fb018fDCBb0f39a95,8470b7f3-a349-4386-912f-baa388034f11,True,no,multi,,"0x1AF3F329e8BE154074D8769D1FFa4eE058B1DBc3, 0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56"
Polygon,balancer,WMATIC-AMATICC,,d747bee6-d071-4dc6-8dcf-cfee5f328446,False,no,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x0e9b89007eee9c958c0eda24ef70723c2c93dd58"
BSC,apeswap-amm,NEWB-WBNB,0x603c7f932ED1fc6575303D8Fb018fDCBb0f39a95,e5776311-9e0f-4793-9079-c350fc0ee0bf,False,yes,multi,,"0x545f90dC35CA1e6129f1fEd354b3e2DF12034261, 0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c"
Fantom,spookyswap,WFTM-MATIC,0x841fad6eae12c286d1fd18d1d525dffa75c7effe,20a28ee6-8dc6-420a-a521-3e164a4dc792,False,yes,multi,,"0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83, 0x40DF1Ae6074C35047BFF66675488Aa2f9f6384F3"
Ethereum,uniswap-v2,C0-WETH,None,c3371d51-5718-4a47-b010-b6099ac3ba30,False,yes,multi,,"0xbb3c2a170fbb8988cdb41c04344f9863b0f71c20, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,uniswap-v2,VANA-WETH,None,8f86d3b6-692b-4772-a74e-ae19fb797390,False,yes,multi,,"0x790baf0c914898c62163a61f150637d4bd180697, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Optimism,beefy,WSTETH-LDO,None,453d5aa4-31ec-4a1d-a1ac-f2abe8b6ac48,False,yes,multi,Velodrome,None
Fantom,granary-finance,ETH,None,1eb2d051-c546-4916-b424-83cab080c643,False,no,single,,0x74b23882a30290451a17c44f4f05243b6b58c76d
Ethereum,uniswap-v2,SWAG-USDC,None,169ad5c7-f392-4b0f-82d1-dd8d3dfe0a66,False,yes,multi,,"0x87edffde3e14c7a66c9b9724747a1c5696b742e6, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
Ethereum,uniswap-v2,WETH-YERB,None,c000ecce-f29b-4fe8-9ae1-dea5ceccc55d,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xd09763c7021d0f1483ee659f04e523f1bcfa3349"
Ethereum,uniswap-v2,WETH-GRT,None,dc560bc4-58d4-42fa-9dfc-4d1f74aafa97,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xc944e90c64b2c07662a292be6244bdf05cda44a7"
Ethereum,balancer,WETH-BICO,None,1db45ff0-6a8a-4678-930d-751cd9c91cfc,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xf17e65822b568b3903685a7c9f496cf7656cc6c2"
Cronos,beefy,VVS-USDC,None,ef00ac7a-b431-465a-812d-b74bda94245d,False,yes,multi,Vvs,None
Polygon,quickswap-dex,WBTC-TEL,None,cbbd2a67-47a4-4928-bc04-2783808c45a3,False,yes,multi,,"0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6, 0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32"
Ethereum,uniswap-v2,WETH-DGD,None,b6345246-3c0b-4b14-a2b5-6e1bc69207cc,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xe0b7927c4af23765cb51314a0e0521a9645f0e2a"
Ethereum,bancor-v3,MONA,None,6dc32cb3-494a-4d89-beb1-cd79693ef2f3,False,no,single,,0x275f5Ad03be0Fa221B4C6649B8AeE09a42D9412A
Fantom,tarot,TSHARE,None,999ca412-86f3-4cfd-9b87-0178d218e012,False,no,single,Tomb Cemetery V2 USDC/TSHARE,"0x04068DA6C83AFCFA0e13ba15A6696662335D5B75, 0x4cdF39285D7Ca8eB3f090fDA0C069ba5F4145B37"
Avalanche,pangolin,NFTD-USDT.E,None,64080ac9-b63a-4cf9-8945-8a01726aee0b,False,yes,multi,,"0x9e3ca00f2d4a9e5d4f0add0900de5f15050812cf, 0xc7198437980c041c805a1edcba50c1ce5db95118"
Carbon,nitron,ETH,swth,9b800d08-a2f7-4043-b3af-336cf1ed4ca2,False,no,single,,eth.1.2.942d87
Ethereum,uniswap-v2,MONA-WETH,None,414e60d5-5de2-415f-b34a-240abafaa6cf,False,yes,multi,,"0x275f5ad03be0fa221b4c6649b8aee09a42d9412a, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,uniswap-v2,$CHOO-WETH,None,9d51d37e-3684-4317-a26a-b65c61714abb,False,yes,multi,,"0x9c5476af06590a9277c7706fe70c0a42a480f8a0, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Defichain,defichain-dex,CSETH-ETH,DFI,bccf23fc-1046-4433-8998-b0e22c96845d,False,no,multi,,None
Polygon,quickswap-dex,AAVE-TEL,None,b579388a-0087-48eb-bfd9-cedb294fce9f,False,yes,multi,,"0xd6df932a45c0f255f85145f286ea0b292b21c90b, 0xdf7837de1f2fa4631d716cf2502f8b230f1dcc32"
Polygon,sushiswap,WETH-USDT,0x0b3F868E0BE5597D5DB7fEB59E1CADBb0fdDa50a,716d8a45-f4cd-4614-b37a-8f7b48e8c7ef,False,yes,multi,,"0x7ceb23fd6bc0add59e62ac25578270cff1b9f619, 0xc2132d05d31c914a87c6611c10748aeb04b58e8f"
Ethereum,uniswap-v2,SPROUT-WETH,None,8ea66eb3-5520-4cde-8e56-7c1afc3c34d9,False,yes,multi,,"0x9b8e9d523d1d6bc8eb209301c82c7d64d10b219e, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Optimism,uniswap-v3,LINK-WETH,None,86c29c12-4404-495b-a5af-ca0c1fb5c6b5,False,yes,multi,0.3%,"0x350a791bfc2c21f9ed5d10980dad2e2638ffa7f6, 0x4200000000000000000000000000000000000006"
Ethereum,uniswap-v2,DBI-WETH,None,a5f50230-35b9-400d-ac1d-b5fe38d0f52c,False,yes,multi,,"0x2de509bf0014ddf697b220be628213034d320ece, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,sushiswap,USDC-ARA,,2811c576-5e64-4acf-ad96-00a8ff652cca,False,yes,multi,,"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48, 0xa92e7c82b11d10716ab534051b271d2f6aef7df5"
Ethereum,bancor-v3,WNXM,None,f3545a70-1d75-4a45-837b-61a870261bcc,False,no,single,,0x0d438F3b5175Bebc262bF23753C1E53d03432bDE
Ethereum,uniswap-v3,PLSD-HDRN,None,d5898849-f9cb-4e90-9a31-acf16c5f22ed,False,yes,multi,1%,"0x34f0915a5f15a66eba86f6a58be1a471fb7836a7, 0x3819f64f282bf135d62168c1e513280daf905e06"
Ethereum,badger-dao,TBTC-SBTC,,8317028f-6f61-4fed-8400-abc22fb35a34,False,no,multi,,"0x8dAEBADE922dF735c38C80C7eBD708Af50815fAa, 0x075b1bb99792c9E1041bA13afEf80C91a1e70fB3"
Ethereum,uniswap-v2,WETH-LOOKS,None,b339adeb-75ce-4eec-9d59-5f6850e662e8,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xf4d2888d29d722226fafa5d9b24f9164c092421e"
Solana,raydium,SRM-USDC,None,eb59d801-0d1c-4591-bff1-4200fd89b8ab,False,yes,multi,,None
Ethereum,uniswap-v3,KNIGHT-WETH,None,70f3a4a4-bed0-4909-9564-37930b4df8ec,False,yes,multi,1%,"0x3541a5c1b04adaba0b83f161747815cd7b1516bc, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Fantom,beefy,BIFI-FTM,None,5a32fdb9-97e7-4898-a941-9168bc410e27,False,yes,multi,Spookyswap,None
Optimism,beefy,LUSD-USDC,None,87782cee-5ddc-4349-9f95-1251bfb39bef,True,no,multi,Velodrome,None
BSC,beefy,BIFI,None,46711dea-4fae-44de-b022-819b431e5068,False,no,single,,None
Osmosis,osmosis,LIKE-OSMO,None,b7a0d87b-b96e-46c7-a044-f6bba9076ba5,False,yes,multi,7day,None
Osmosis,osmosis,LIKE-OSMO,None,ed1ef085-416f-401e-b8e8-a88806b8afa0,False,yes,multi,14day,None
Osmosis,osmosis,LIKE-OSMO,None,ba3f311f-6623-47d9-b628-9fb6fed22707,False,yes,multi,1day,None
Ethereum,stakedao,FRXETH,"0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f, 0xD533a949740bb3306d119CC777fa900bA034cd52",c7f8d63e-bb79-4917-b537-913c2ee84e4a,False,no,single,Curve,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0x5E8422345238F34275888049021821E8E08CAa1f"
Polygon,ottopia,PEARL,0x236eec6359fb44cce8f97e99387aa7f8cd5cde1f,9a7ef532-164e-4357-8445-42bd195af60c,False,no,single,,0x845EB7730a8D37e8D190Fb8bb9c582038331B48a
Klaytn,kokonut-swap,KSD-OETH,0xcd670d77f3dcab82d43dff9bd2c4b87339fb3560,e5c8bda6-1b11-45f9-91e5-4493b25b819c,False,yes,multi,,"0x4Fa62F1f404188CE860c8f0041d6Ac3765a72E67, 0x34d21b1e550D73cee41151c77F3c73359527a396"
Ethereum,uniswap-v2,CCV2-WETH,None,ea07036c-95c9-4fcf-ad70-f50f5b373809,False,yes,multi,,"0x612e1726435fe38dd49a0b35b4065b56f49c8f11, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Polygon,beefy,ETH-MATIC,None,f030ee89-481a-4e94-8c01-1c4bd888244a,False,yes,multi,Quickswap,None
BSC,pancakeswap,PEEL-BUSD,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,07c8c04f-79d5-4b80-bd5a-bf29da7a4340,False,yes,multi,,"0x734548a9e43d2D564600b1B2ed5bE9C2b911c6aB, 0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56"
Ethereum,uniswap-v2,WNXM-WETH,None,74529548-15e1-461d-9a54-8d95a0a98ee1,False,yes,multi,,"0x0d438f3b5175bebc262bf23753c1e53d03432bde, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,uniswap-v2,BAC-DAI,None,533cf299-39f3-4b02-84b0-0d5f505ecfcc,False,yes,multi,,"0x3449fc1cd036255ba1eb19d65ff4ba2b8903a69a, 0x6b175474e89094c44da98b954eedeac495271d0f"
Ethereum,sushiswap,WETH-WNCG,,425e9255-d3a4-4b2b-af9c-bb3c8bcf52f9,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xf203ca1769ca8e9e8fe1da9d147db68b6c919817"
Fantom,tarot,WFTM,None,2f73ed1e-e169-437b-83b3-f70790f941dc,False,no,single,Spirit USDC/WFTM,"0x04068DA6C83AFCFA0e13ba15A6696662335D5B75, 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83"
Solana,raydium,CWAR-USDC,None,64dc5f15-2dcf-48af-8d69-0b14b05e7608,False,yes,multi,,None
Ethereum,uniswap-v3,WETH-RKFL,None,ea1e38a6-ed3e-48a9-af7b-435881ff7414,False,yes,multi,"0.3%, stablePool=false","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xdbf0fac1499a931ed6e5f6122dbbcd3b80f66c7e"
Ethereum,uniswap-v3,NRG-WETH,None,85325837-0579-4895-a0a9-16a46d46fc02,False,yes,multi,"0.3%, stablePool=false","0x1416946162b1c2c871a73b07e932d2fb6c932069, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
BSC,acryptos,ACS-ACSI-BNB-BUSD,None,d169e401-d7c8-421c-9449-e98557a947b6,False,yes,multi,Acsifinance,None
Optimism,velodrome,DF-USX,0x3c8B650257cFb5f272f799F5e2b4e65093a11a05,0459c38d-b1a3-42c3-9cb1-b7d8337dc966,False,yes,multi,,"0x9e5aac1ba1a2e6aed6b32689dfcf62a509ca96f3, 0xbfd291da8a403daaf7e5e9dc1ec0aceacd4848b9"
Ethereum,uniswap-v2,WETH-VRA,None,d374152f-b680-4444-aa4c-6c153bef0e16,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xf411903cbc70a74d22900a5de66a2dda66507255"
Fantom,tarot,USDC,None,3e390019-f5ca-49b8-8ff9-6ea8eb5a71f2,True,no,single,Tomb Cemetery V2 USDC/TSHARE,"0x04068DA6C83AFCFA0e13ba15A6696662335D5B75, 0x4cdF39285D7Ca8eB3f090fDA0C069ba5F4145B37"
Ethereum,sushiswap,ASTRAFER-WETH,,3a9f1c7a-c991-4c77-ac83-335c3efd744f,False,yes,multi,,"0x97bbbc5d96875fb78d2f14b7ff8d7a3a74106f17, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,uniswap-v2,PMON-WETH,None,9f4be9c6-a667-46e6-ac10-78fd445b576d,False,yes,multi,,"0x1796ae0b0fa4862485106a0de9b654efe301d0b2, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,uniswap-v2,MVI-WETH,None,ec276a4c-5aea-4c8e-86d9-d13098b3696b,False,yes,multi,,"0x72e364f2abdc788b7e918bc238b21f109cd634d7, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Solana,raydium,MER-USDC,None,f96cb350-9f51-443f-93ed-5849a5f42c09,False,yes,multi,,None
Optimism,beefy,BIFI,None,b09db3ce-ba77-4dcb-aab2-9c83220c5f59,False,no,single,Beefy,None
Ethereum,uniswap-v3,OVR-WETH,None,b5215276-124a-4343-9b37-c99e4ead9f39,False,yes,multi,1%,"0x21bfbda47a0b4b5b1248c767ee49f7caa9b23697, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
Ethereum,uniswap-v2,WETH-DERPY,None,ef52bfe4-a091-49f4-8469-1f23deae3735,False,yes,multi,,"0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2, 0xc4f4fd359e36b831a989986385d127f11124ce0a"
Polygon,uniswap-v3,MXEN-WETH,None,febbbd97-0ef4-4d81-87d7-735a1023c203,False,yes,multi,1%,"0x2ab0e9e4ee70fff1fb9d67031e44f6410170d00e, 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619"
Polygon,meshswap,WMATIC-OKLAY,0x82362Ec182Db3Cf7829014Bc61E9BE8a2E82868a,d27483c5-2910-4d1d-af3b-aefc8311594b,False,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x0a02d33031917d836bd7af02f9f7f6c74d67805f"
Ethereum,uniswap-v3,RENDOGE-USDC,None,8fcb203b-6e86-4006-a8eb-ae52d8365e16,False,yes,multi,1%,"0x3832d2f059e55934220881f831be501d180671a7, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
BSC,beefy,MATIC-BNB,None,5c8de0b1-e5bb-4203-a99c-4faa89e2e932,False,yes,multi,Apeswap,None
Avalanche,yield-yak-aggregator,SJOE,None,70c37c4d-c513-4c80-a934-d9c4631900fe,False,no,single,traderjoe,0x6e84a6216eA6dACC71eE8E6b0a5B7322EEbC0fDd
